,response_time,waiting_time,vehicle_density,trigger_density,info_value
1,171.66666666666669,375.0,2.9284509528908743e-05,2.9284509528908743e-05,0.0784555101437031
2,164.2203282828283,325.0,5.1247891675590304e-05,5.1247891675590304e-05,0.1307749112206955
3,245.32085561497325,400.0,8.276057040778557e-05,8.276057040778557e-05,0.18406841293010906
4,278.16000343374066,418.75,0.00012445916549786215,0.00012732395447351627,0.23566213940401284
5,252.1108001194208,393.75,0.0001461042377583599,0.00015438029479913847,0.25389822656352273
6,334.2726293103448,456.25,0.00015724508377479258,0.00018080001535239308,0.2576142356927363
7,398.3671015428115,512.5,0.00017029578910832802,0.0002123126940845884,0.2600743934807391
8,331.029488597947,443.75,0.00016838592979122528,0.00024096058384112955,0.26484565251218745
9,520.6439393939394,625.0,0.00017188733853924697,0.000266107064849649,0.2580928102773294
10,362.5,462.5,0.0001782535362629228,0.0002928450952890874,0.2677553625159672
11,692.1370967741935,793.75,0.00018080001535239313,0.0003023943918746012,0.2480744701671077
12,556.25,656.25,0.00018207325489712827,0.00029348171506145504,0.2555424069041188
13,643.75,743.75,0.00018239156478331206,0.00029666481392329294,0.25142811126938314
14,668.0147058823529,768.75,0.00018207325489712827,0.0002953915743785578,0.24908698524698167
15,358.7878787878788,462.5,0.00018175494501094448,0.00029984791278513085,0.26885070170284353
16,262.5,362.5,0.00018302818455567964,0.00029666481392329294,0.2813153350772146
17,571.09375,675.0,0.00018175494501094448,0.00029411833483382257,0.2557214879133369
18,467.99242424242425,568.75,0.0001814366351247607,0.0002957098842647415,0.2634721071748834
19,471.969696969697,575.0,0.00018048170546620932,0.00029157185574435224,0.260435603815292
20,409.375,512.5,0.00017347888797016592,0.000293481715061455,0.26031448864827433
21,656.25,756.25,0.00018939438227935545,0.00029157185574435224,0.2530650707542748
22,499.63235294117646,600.0,0.00018048170546620932,0.00029539157437855773,0.2583328644792875
23,403.030303030303,506.25,0.00017634367694582004,0.0002982563633542119,0.26279760934758056
24,418.75,518.75,0.00018366480432804722,0.00030271270176078496,0.265383474281444
25,481.25,581.25,0.00018175494501094448,0.00030366763141933634,0.25909463180255576
26,631.25,731.25,0.00019066762182409061,0.0003090788994844608,0.2568982603500639
27,291.2480063795853,393.75,0.0001776169164905552,0.0003074873500535418,0.2752073987885354
28,498.6742424242425,606.25,0.0001747521275149011,0.0003109887588015636,0.25551202090047226
29,411.02941176470586,512.5,0.00018239156478331206,0.0003113070686877473,0.26625384202398605
30,443.75,543.75,0.00018971269216553924,0.00031003382914301215,0.26606437277818534
31,668.75,768.75,0.00018589297353133376,0.0003113070686877473,0.251927852704131
32,337.5,437.5,0.00018239156478331206,0.00031067044891537973,0.2727398419375634
33,718.75,818.75,0.00018939438227935545,0.0003179915762976069,0.25045904149576553
34,531.25,631.25,0.0001808000153523931,0.0003179915762976069,0.25809266678408516
35,525.0,625.0,0.00018684790318988513,0.0003154450972081366,0.2602990820871009
36,385.9848484848485,487.5,0.0001772986066043714,0.0003113070686877473,0.2663026710509726
37,492.27941176470586,593.75,0.0001811183252385769,0.00031958312572852586,0.2595338361978473
38,643.4597523219815,750.0,0.0001808000153523931,0.00032021974550089344,0.2504837787518123
39,337.5,437.5,0.00019034931193790682,0.0003141718576634015,0.2761186919337384
40,420.45454545454544,525.0,0.0001811183252385769,0.0003160817169805042,0.2653845248847393
41,629.7348484848485,731.25,0.00017666198683200383,0.0003141718576634015,0.25005182821160293
42,340.0735294117647,443.75,0.0001846197339865986,0.000316400026866688,0.2725559949975368
43,456.25,556.25,0.0001814366351247607,0.0003160817169805042,0.261731028092207
44,356.25,456.25,0.00018652959330370134,0.0003173549565252394,0.27499208322089896
45,562.5,662.5,0.00018971269216553924,0.00031862819606997455,0.2583765040726009
46,465.625,568.75,0.00017825353626292278,0.0003176732664114232,0.2595607309678571
47,318.75,418.75,0.00018971269216553924,0.0003243577740212828,0.27694078102798053
48,400.0,500.0,0.00018589297353133376,0.00032563101356601794,0.2684941006068826
49,718.75,818.75,0.00018589297353133376,0.00033549862003771544,0.2480492650212403
50,350.0,450.0,0.0001878028328484365,0.0003339070706067965,0.2729786245690191
51,448.02631578947364,550.0,0.00018843945262080408,0.00033804509912718577,0.2669402116306254
52,393.75,493.75,0.0001878028328484365,0.00034154650787520746,0.2688935986446992
53,562.5,662.5,0.00019003100205172306,0.00033931833867192093,0.25768044940900214
54,675.0,775.0,0.00018525635375896617,0.0003444112968508616,0.25192348963925587
55,387.5,487.5,0.0001878028328484365,0.0003396366485581047,0.26969021589151876
56,429.7348484848485,531.25,0.000183983114214231,0.0003472760858265157,0.2647382465397212
57,445.0956937799043,550.0,0.00018239156478331206,0.0003466394660541481,0.26168412070052777
58,628.2894736842105,737.5,0.00018939438227935548,0.00034823101548506707,0.2547435797364325
59,425.0,525.0,0.00018684790318988513,0.0003510958044607212,0.26632680269667164
